Index,Released,released_year,Title,Theatrical,Genre,Source,Production,Creative,Production,Opening Weekend,Maximum,Theatrical,Opening Weekend,Domestic,Infl. Adj. Dom.,International,Worldwide
48,12-Aug-11,2011,Final Destination 5,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,"$40,000,000 ","3,155","3,155","11,037","$18,031,396 ","$42,587,643 ","$48,172,910 ","$112,423,522 ","$155,011,165 "
49,11-Nov-11,2011,Jack and Jill,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$79,000,000 ","3,438","3,438","19,915","$25,003,575 ","$74,158,157 ","$83,873,321 ","$76,361,060 ","$150,519,217 "
50,4-Nov-11,2011,Tower Heist,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$85,000,000 ","3,367","3,370","19,426","$24,025,190 ","$78,046,570 ","$88,276,874 ","$72,376,376 ","$150,422,946 "
51,23-Nov-11,2011,Arthur Christmas,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$85,000,000 ","3,376","3,376","16,380","$12,068,931 ","$46,462,469 ","$52,553,158 ","$103,254,655 ","$149,717,124 "
52,21-Jan-11,2011,No Strings Attached,Paramount Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","3,018","3,050","16,447","$19,652,921 ","$70,662,220 ","$79,929,401 ","$78,565,858 ","$149,228,078 "
53,29-Jul-11,2011,"Crazy, Stupid, Love",Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","3,020","3,020","18,512","$19,104,303 ","$84,351,197 ","$95,413,648 ","$62,791,131 ","$147,142,328 "
54,9-Dec-11,2011,New Year’s Eve,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$26,000,000 ","3,505","3,505","15,513","$13,019,180 ","$54,544,638 ","$61,666,965 ","$92,305,635 ","$146,850,273 "
55,22-Jul-11,2011,Friends with Benefits,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000 ","2,926","2,926","10,542","$18,622,150 ","$55,802,754 ","$63,121,145 ","$90,793,137 ","$146,595,891 "
56,18-Feb-11,2011,I am Number Four,Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$50,000,000 ","3,154","3,156","13,924","$19,449,893 ","$55,100,437 ","$62,326,717 ","$91,094,722 ","$146,195,159 "
57,1-Apr-11,2011,Source Code,Summit Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$32,000,000 ","2,961","2,971","15,639","$14,812,094 ","$54,712,227 ","$61,887,600 ","$85,716,272 ","$140,428,499 "
58,21-Oct-11,2011,The Three Musketeers,Summit Entertainment,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$90,000,000 ","3,017","3,017","9,496","$8,674,452 ","$20,377,913 ","$23,050,424 ","$119,500,000 ","$139,877,913 "
59,9-Sep-11,2011,Contagion,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$60,000,000 ","3,222","3,222","18,970","$22,403,596 ","$75,658,097 ","$85,580,474 ","$61,893,497 ","$137,551,594 "
60,18-Feb-11,2011,Unknown,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,043","3,043","14,668","$21,856,389 ","$63,686,397 ","$72,038,716 ","$72,436,686 ","$136,123,083 "
61,25-Nov-11,2011,The Artist,Weinstein Co.,Drama,Original Screenplay,Live Action,Historical Fiction,"$16,000,000 ",4,"1,756","12,752","$204,878 ","$44,667,095 ","$50,356,145 ","$83,589,617 ","$128,256,712 "
62,4-Mar-11,2011,The Adjustment Bureau,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$50,200,000 ","2,840","2,847","14,320","$21,157,730 ","$62,495,645 ","$70,691,799 ","$64,435,680 ","$126,931,325 "
63,23-Dec-11,2011,We Bought a Zoo,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$50,000,000 ","3,117","3,170","18,607","$9,360,434 ","$75,624,550 ","$85,409,793 ","$43,104,523 ","$118,729,073 "
64,22-Apr-11,2011,Water for Elephants,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$38,000,000 ","2,817","2,820","15,723","$16,842,353 ","$58,709,717 ","$66,409,350 ","$58,100,000 ","$116,809,717 "
65,23-Sep-11,2011,Moneyball,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$50,000,000 ","2,993","3,018","20,867","$19,501,302 ","$75,605,492 ","$85,518,213 ","$35,695,343 ","$111,300,835 "
66,4-Feb-11,2011,Sanctum,Universal,Adventure,Based on Real Life Events,Live Action,Dramatization,"$30,000,000 ","2,787","2,789","7,345","$9,447,930 ","$23,209,310 ","$26,253,154 ","$81,074,443 ","$104,283,753 "
67,18-Mar-11,2011,Paul,Universal,Comedy,Original Screenplay,Live Action,Science Fiction,"$40,000,000 ","2,802","2,806","11,215","$13,043,310 ","$37,412,945 ","$42,319,563 ","$63,749,161 ","$101,162,106 "
68,1-Apr-11,2011,Insidious,FilmDistrict,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$1,500,000 ","2,408","2,419","14,066","$13,271,464 ","$54,009,150 ","$61,092,311 ","$45,861,736 ","$99,870,886 "
69,11-Feb-11,2011,Justin Bieber: Never Say Never,Paramount Pictures,Concert/Performance,Based on Real Life Events,Live Action,Factual,"$13,000,000 ","3,105","3,118","13,852","$29,514,054 ","$73,013,910 ","$82,589,508 ","$26,020,215 ","$99,034,125 "
70,28-Jan-11,2011,The Rite,Warner Bros.,Horror,Based on Factual Book/Article,Live Action,Dramatization,"$37,000,000 ","2,985","2,985","10,485","$14,789,393 ","$33,047,633 ","$37,381,748 ","$64,096,354 ","$97,143,987 "
71,23-Sep-11,2011,Dolphin Tale,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,"$37,000,000 ","3,507","3,515","22,578","$19,152,401 ","$72,286,779 ","$81,765,856 ","$23,781,945 ","$96,068,724 "
72,15-Apr-11,2011,Scream 4,Weinstein/Dimension,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,305","3,314","11,403","$18,692,090 ","$38,180,928 ","$43,188,263 ","$57,808,662 ","$95,989,590 "
73,11-Mar-11,2011,Red Riding Hood,Warner Bros.,Thriller/Suspense,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$42,000,000 ","3,030","3,030","12,411","$14,005,335 ","$37,662,162 ","$42,601,463 ","$54,016,280 ","$91,678,442 "
74,7-Jan-11,2011,Season of the Witch,Relativity,Thriller/Suspense,Original Screenplay,Live Action,Fantasy,"$40,000,000 ","2,816","2,827","10,225","$10,612,375 ","$24,827,228 ","$28,083,249 ","$66,299,372 ","$91,126,600 "
75,25-Mar-11,2011,Sucker Punch,Warner Bros.,Action,Original Screenplay,Live Action,Fantasy,"$75,000,000 ","3,033","3,033","9,088","$19,058,199 ","$36,392,502 ","$41,165,285 ","$53,365,887 ","$89,758,389 "
76,25-Feb-11,2011,Hall Pass,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$68,000,000 ","2,950","2,950","13,351","$13,535,374 ","$45,060,734 ","$50,970,339 ","$42,112,741 ","$87,173,475 "
77,18-Mar-11,2011,The Lincoln Lawyer,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$40,000,000 ","2,707","2,707","16,413","$13,206,453 ","$58,009,200 ","$65,616,958 ","$29,135,886 ","$87,145,086 "
78,23-Sep-11,2011,Abduction,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000 ","3,118","3,118","12,598","$10,925,253 ","$28,087,155 ","$31,770,708 ","$58,561,204 ","$86,648,359 "
79,9-Nov-11,2011,J. Edgar,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,"$35,000,000 ","1,910","1,985","11,596","$11,217,324 ","$37,306,030 ","$42,195,831 ","$47,300,000 ","$84,606,030 "
80,13-May-11,2011,Priest,Sony Pictures,Horror,Based on Comic/Graphic Novel,Live Action,Fantasy,"$60,000,000 ","2,864","2,864","8,469","$14,953,664 ","$29,136,626 ","$32,957,816 ","$55,017,400 ","$84,154,026 "
81,18-Feb-11,2011,"Big Mommas: Like Father, Like Son",20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$32,000,000 ","2,821","2,821","10,008","$16,300,803 ","$37,915,414 ","$42,887,929 ","$44,417,036 ","$82,332,450 "
82,9-Dec-11,2011,Tinker Tailor Soldier Spy,Focus Features,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$21,000,000 ",4,886,"4,171","$310,562 ","$24,149,393 ","$27,230,435 ","$57,303,418 ","$81,452,811 "
83,16-Sep-11,2011,Drive,FilmDistrict,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$15,000,000 ","2,886","2,904","11,111","$11,340,461 ","$35,060,689 ","$39,657,832 ","$46,297,241 ","$81,357,930 "
84,19-Aug-11,2011,Spy Kids: All the Time in the World,Weinstein/Dimension,Adventure,Original Screenplay,Live Action,Kids Fiction,"$27,000,000 ","3,295","3,305","17,065","$11,644,672 ","$38,536,376 ","$43,590,325 ","$42,144,807 ","$80,681,183 "
85,7-Oct-11,2011,The Ides of March,Sony Pictures,Drama,Based on Play,Live Action,Contemporary Fiction,"$23,000,000 ","2,199","2,199","12,233","$10,470,143 ","$40,962,534 ","$46,334,078 ","$36,773,391 ","$77,735,925 "
86,28-Jan-11,2011,The Mechanic,CBS Films,Action,Remake,Live Action,Contemporary Fiction,"$42,500,000 ","2,703","2,704","9,042","$11,422,006 ","$29,121,498 ","$32,940,710 ","$47,225,895 ","$76,347,393 "
87,5-Aug-11,2011,The Change-Up,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$52,000,000 ","2,913","2,913","9,752","$13,531,115 ","$37,243,418 ","$42,127,802 ","$38,753,649 ","$75,997,067 "
88,25-Mar-11,2011,Diary of a Wimpy Kid: Rodrick Rules,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$18,000,000 ","3,167","3,169","14,111","$23,751,502 ","$52,698,535 ","$59,609,821 ","$20,996,659 ","$73,695,194 "
89,26-Aug-11,2011,Colombiana,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","2,614","2,614","11,478","$10,408,176 ","$36,665,854 ","$41,474,490 ","$35,629,408 ","$72,295,262 "
90,14-Jan-11,2011,The Dilemma,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","2,940","2,943","13,111","$17,816,230 ","$48,475,290 ","$54,832,704 ","$22,071,575 ","$70,546,865 "
91,23-Sep-11,2011,Killer Elite,Open Road,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$70,000,000 ","2,986","2,986","11,101","$9,352,008 ","$25,124,986 ","$28,420,064 ","$40,284,060 ","$65,409,046 "
92,8-Apr-11,2011,Hanna,Focus Features,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","2,535","2,545","11,229","$12,370,549 ","$40,259,119 ","$45,538,995 ","$25,084,575 ","$65,343,694 "
93,6-May-11,2011,Something Borrowed,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$35,000,000 ","2,904","2,904","11,848","$13,945,368 ","$39,046,489 ","$44,167,338 ","$26,037,627 ","$65,084,116 "
94,11-Nov-11,2011,Tropa de Elite 2: O Inimigo Agora É …,Variance Films,Action,Original Screenplay,Live Action,Contemporary Fiction,$0 ,1,7,43,"$8,648 ","$100,119 ","$113,183 ","$64,207,639 ","$64,307,758 "
95,19-Aug-11,2011,Conan the Barbarian,Lionsgate,Action,Based on Fiction Book/Short Story,Live Action,Fantasy,"$90,000,000 ","3,015","3,015","8,628","$10,021,215 ","$21,295,021 ","$24,087,805 ","$42,061,112 ","$63,356,133 "
96,14-Oct-11,2011,Footloose,Paramount Pictures,Musical,Remake,Live Action,Contemporary Fiction,"$24,000,000 ","3,549","3,555","18,214","$15,556,113 ","$51,802,742 ","$58,595,969 ","$11,187,092 ","$62,989,834 "
97,25-Dec-11,2011,The Darkest Hour,Summit Entertainment,Action,Original Screenplay,Live Action,Science Fiction,"$34,800,000 ","2,324","2,327","8,648","$2,993,519 ","$21,443,494 ","$24,220,337 ","$41,388,221 ","$62,831,715 "
98,27-May-11,2011,The Tree of Life,Fox Searchlight,Drama,Original Screenplay,Live Action,Historical Fiction,"$35,000,000 ",4,237,"2,286","$372,920 ","$13,305,665 ","$15,050,673 ","$48,416,161 ","$61,721,826 "
99,1-Jul-11,2011,Larry Crowne,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","2,973","2,976","10,001","$13,096,065 ","$35,608,245 ","$40,278,179 ","$25,840,890 ","$61,449,135 "
100,24-Jun-11,2011,Jiàn D?ng W?i Yè,China Lion Film Distribution,Drama,Based on Real Life Events,Live Action,Dramatization,$0 ,29,29,61,"$65,866 ","$151,305 ","$171,148 ","$60,096,706 ","$60,248,011 "
1,4-May-12,2012,The Avengers,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$225,000,000 ","4,349","4,349","37,645","$207,438,708 ","$623,279,547 ","$702,364,007 ","$896,200,000 ","$1,519,479,547 "
2,8-Nov-12,2012,Skyfall,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$200,000,000 ","3,505","3,526","28,830","$88,364,714 ","$304,360,277 ","$342,800,803 ","$806,166,704 ","$1,110,526,981 "
3,20-Jul-12,2012,The Dark Knight Rises,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$275,000,000 ","4,404","4,404","32,481","$160,887,295 ","$448,139,099 ","$505,000,963 ","$636,300,000 ","$1,084,439,099 "
4,14-Dec-12,2012,The Hobbit: An Unexpected Journey,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$250,000,000 ","4,045","4,100","27,719","$84,617,303 ","$303,003,568 ","$340,527,052 ","$714,000,000 ","$1,017,003,568 "
5,13-Jul-12,2012,Ice Age: Continental Drift,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,"$95,000,000 ","3,881","3,886","27,365","$46,629,259 ","$161,321,843 ","$181,788,289 ","$718,443,294 ","$879,765,137 "
6,16-Nov-12,2012,"The Twilight Saga: Breaking Dawn, Part 2",Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,"$136,200,000 ","4,070","4,070","24,105","$141,067,634 ","$292,324,737 ","$329,340,977 ","$537,400,000 ","$829,724,737 "
7,3-Jul-12,2012,The Amazing Spider-Man,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Live Action,Super Hero,"$220,000,000 ","4,318","4,318","22,495","$62,004,688 ","$262,030,663 ","$295,278,272 ","$495,859,604 ","$757,890,267 "
8,8-Jun-12,2012,Madagascar 3: Europe's Most Wanted,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$145,000,000 ","4,258","4,263","26,837","$60,316,738 ","$216,391,482 ","$243,848,185 ","$530,529,789 ","$746,921,271 "
9,23-Mar-12,2012,The Hunger Games,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$80,000,000 ","4,137","4,137","37,651","$152,535,747 ","$408,010,692 ","$459,780,887 ","$269,912,687 ","$677,923,379 "
10,25-May-12,2012,Men in Black 3,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,"$215,000,000 ","4,248","4,248","23,743","$54,592,779 ","$179,020,854 ","$201,735,811 ","$475,192,631 ","$654,213,485 "
11,21-Nov-12,2012,Life of Pi,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,"$120,000,000 ","2,927","2,946","25,190","$22,451,514 ","$124,987,022 ","$140,046,000 ","$482,271,612 ","$607,258,634 "
12,29-Jun-12,2012,Ted,Universal,Adventure,Original Screenplay,Animation/Live Action,Contemporary Fiction,"$50,000,000 ","3,239","3,303","25,021","$54,415,205 ","$218,665,740 ","$246,411,013 ","$337,350,887 ","$556,016,627 "
13,22-Jun-12,2012,Brave,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$185,000,000 ","4,164","4,164","30,444","$66,323,594 ","$237,282,182 ","$267,389,466 ","$317,324,350 ","$554,606,532 "
14,2-Nov-12,2012,Wreck-It Ralph,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$165,000,000 ","3,752","3,752","32,034","$49,038,712 ","$189,412,677 ","$213,189,084 ","$307,098,844 ","$496,511,521 "
15,25-May-12,2012,Les Intouchables,Weinstein Co.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$10,800,000 ",4,194,"2,857","$101,053 ","$13,182,281 ","$14,854,401 ","$471,690,764 ","$484,873,045 "
16,25-Dec-12,2012,Django Unchained,Weinstein Co.,Western,Original Screenplay,Live Action,Historical Fiction,"$100,000,000 ","3,010","3,012","21,060","$30,122,888 ","$162,805,434 ","$182,130,970 ","$287,142,889 ","$449,948,323 "
17,25-Dec-12,2012,Les Miserables,Universal,Musical,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$65,000,000 ","2,814","2,927","18,984","$27,281,735 ","$148,809,770 ","$166,623,823 ","$293,359,282 ","$442,169,052 "
18,8-Jun-12,2012,Prometheus,20th Century Fox,Adventure,Original Screenplay,Live Action,Science Fiction,"$125,000,000 ","3,396","3,442","14,524","$51,050,101 ","$126,477,084 ","$142,525,048 ","$275,971,181 ","$402,448,265 "
19,1-Jun-12,2012,Snow White and the Huntsman,Universal,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$170,000,000 ","3,773","3,777","20,263","$56,217,700 ","$155,136,755 ","$174,821,192 ","$245,884,991 ","$401,021,746 "
20,28-Sep-12,2012,Hotel Transylvania,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$85,000,000 ","3,349","3,384","26,661","$42,522,194 ","$148,313,048 ","$167,081,212 ","$230,192,764 ","$378,505,812 "
21,5-Oct-12,2012,Taken 2,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000 ","3,661","3,706","24,392","$49,514,769 ","$139,854,287 ","$157,586,189 ","$237,953,117 ","$377,807,404 "
22,2-Mar-12,2012,Doctor Seuss' The Lorax,Universal,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$67,500,000 ","3,729","3,769","29,339","$70,217,070 ","$214,030,500 ","$241,187,629 ","$136,946,253 ","$350,976,753 "
23,17-Aug-12,2012,The Expendables 2,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$100,000,000 ","3,316","3,355","19,927","$28,591,370 ","$85,028,192 ","$95,816,939 ","$226,951,064 ","$311,979,256 "
24,21-Nov-12,2012,Rise of the Guardians,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$145,000,000 ","3,653","3,672","25,021","$23,773,465 ","$103,412,758 ","$116,388,477 ","$203,488,144 ","$306,900,902 "
25,30-Mar-12,2012,Wrath of the Titans,Warner Bros.,Adventure,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,"$150,000,000 ","3,545","3,545","16,391","$33,457,188 ","$83,670,083 ","$94,286,505 ","$221,600,000 ","$305,270,083 "
26,18-May-12,2012,Battleship,Universal,Action,Based on Game,Live Action,Contemporary Fiction,"$209,000,000 ","3,690","3,702","15,012","$25,534,825 ","$65,233,400 ","$73,510,496 ","$239,984,828 ","$305,218,228 "
27,9-Mar-12,2012,John Carter,Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$275,000,000 ","3,749","3,749","16,062","$30,180,188 ","$73,058,679 ","$82,328,687 ","$209,719,421 ","$282,778,100 "
28,10-Aug-12,2012,The Bourne Legacy,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$125,000,000 ","3,745","3,753","22,777","$38,142,825 ","$113,203,870 ","$127,567,671 ","$167,152,050 ","$280,355,920 "
29,9-Nov-12,2012,Lincoln,Walt Disney,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$65,000,000 ",11,"2,293","29,762","$944,308 ","$182,207,973 ","$204,429,099 ","$91,138,308 ","$273,346,281 "
30,14-Sep-12,2012,Resident Evil: Retribution,Sony Pictures,Action,Based on Game,Live Action,Science Fiction,"$65,000,000 ","3,012","3,016","10,697","$21,052,227 ","$42,345,531 ","$47,718,516 ","$196,595,466 ","$238,940,997 "
31,11-May-12,2012,Dark Shadows,Warner Bros.,Black Comedy,Based on TV,Live Action,Fantasy,"$150,000,000 ","3,755","3,755","18,166","$29,685,274 ","$79,727,149 ","$89,843,278 ","$158,475,519 ","$238,202,668 "
32,6-Apr-12,2012,American Reunion,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","3,192","3,203","13,414","$21,514,080 ","$56,758,835 ","$63,960,639 ","$180,040,376 ","$236,799,211 "
33,16-Nov-12,2012,Silver Linings Playbook,Weinstein Co.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$21,000,000 ",16,"2,809","29,319","$443,003 ","$132,092,958 ","$146,558,040 ","$104,319,495 ","$236,412,453 "
34,12-Oct-12,2012,Argo,Warner Bros.,Thriller/Suspense,Based on Factual Book/Article,Live Action,Historical Fiction,"$44,500,000 ","3,232","3,247","31,242","$19,458,109 ","$136,025,503 ","$152,674,280 ","$91,115,254 ","$227,140,757 "
