Index,Date,Released,Year,Released,Title,Theatrical,Genre,Source,Production,Creative,Production,Opening Weekend,Maximum,Theatrical,Opening Weekend,Domestic,Infl. Adj. Dom.,International,Worldwide,Profit
86,5-Oct-12,4-Oct-12,2012,2012,Frankenweenie,Walt Disney,Adventure,Short Film,Stop-Motion Animation,Fantasy,"$39,000,000 ","3,005","3,005","12,496","$11,412,213 ",35.29,"$39,756,906 ","$45,863,000 ","$81,150,788 ","($3,712,212)"
47,22-Feb-08,22-Feb-08,2008,2008,Vantage Point,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,149","3,163","18,125","$22,874,936 ",72.27,"$90,282,557 ","$78,620,023 ","$150,886,329 ","$32,266,306 "
58,2-May-08,2-May-08,2008,2008,Made of Honor,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","2,729","2,816","14,188","$14,756,850 ",46.01,"$57,483,868 ","$60,536,004 ","$106,548,738 ","$6,012,734 "
72,29-Feb-08,29-Feb-08,2008,2008,The Other Boleyn Girl,Sony Pictures,Drama,Fiction Book,Live Action,Historical Fiction,"$40,000,000 ","1,166","1,212","7,161","$8,203,061 ",26.81,"$33,500,017 ","$51,455,013 ","$78,269,970 ","($13,185,043)"
94,21-Mar-08,21-Mar-08,2008,2008,Drillbit Taylor,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,056","3,061","14,576","$10,309,986 ",32.86,"$41,054,748 ","$16,824,159 ","$49,686,263 ","($7,137,896)"
20,19-Jun-09,19-Jun-09,2009,2009,The Proposal,Walt Disney,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,056","3,158","27,355","$33,627,598 ",163.96,"$196,093,807 ","$150,751,686 ","$314,709,717 ","$123,958,031 "
34,28-Aug-09,28-Aug-09,2009,2009,The Final Destination,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,"$40,000,000 ","3,121","3,121","13,592","$27,408,309 ",66.48,"$79,507,326 ","$120,906,927 ","$187,384,627 ","$26,477,700 "
38,6-Feb-09,6-Feb-09,2009,2009,He's Just Not That Into You,Warner Bros.,Romantic Comedy,Fiction Book,Live Action,Contemporary Fiction,"$40,000,000 ","3,175","3,175","19,756","$27,785,487 ",93.95,"$112,368,571 ","$87,100,004 ","$181,053,657 ","$53,953,653 "
43,17-Apr-09,17-Apr-09,2009,2009,17 Again,Warner Bros.,Comedy,Original Screenplay,Live Action,Fantasy,"$40,000,000 ","3,255","3,255","18,375","$23,722,310 ",64.17,"$76,743,813 ","$75,307,837 ","$139,474,906 ","$24,167,069 "
46,7-Aug-09,7-Aug-09,2009,2009,Julie & Julia,Sony Pictures,Comedy,Fiction Book,Live Action,Contemporary Fiction,"$40,000,000 ","2,354","2,528","20,538","$20,027,956 ",94.13,"$112,574,002 ","$32,520,693 ","$126,646,119 ","$54,125,426 "
66,20-Mar-09,20-Mar-09,2009,2009,"I Love You, Man",Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","2,711","2,829","16,599","$17,810,270 ",72.01,"$86,127,563 ","$20,289,492 ","$92,302,502 ","$32,013,010 "
15,11-Jun-10,11-Jun-10,2010,2010,The Karate Kid,Sony Pictures,Adventure,Remake,Live Action,Contemporary Fiction,"$40,000,000 ","3,663","3,740","21,331","$55,665,805 ",176.59,"$200,763,858 ","$175,183,320 ","$351,774,938 ","$136,591,618 "
32,1-Oct-10,1-Oct-10,2010,2010,The Social Network,Sony Pictures,Drama,Real Life Event,Live Action,Dramatization,"$40,000,000 ","2,771","2,921","21,652","$22,445,653 ",96.96,"$110,213,690 ","$127,959,441 ","$224,922,135 ","$56,962,694 "
56,9-Jul-10,9-Jul-10,2010,2010,Predators,20th Century Fox,Action,Original Screenplay,Live Action,Science Fiction,"$40,000,000 ","2,669","2,669","9,641","$24,760,882 ",52,"$59,118,651 ","$75,233,701 ","$127,234,389 ","$12,000,688 "
68,4-Jun-10,4-Jun-10,2010,2010,Get Him to the Greek,Universal,Comedy,Spin-Off,Live Action,Contemporary Fiction,"$40,000,000 ","2,697","2,702","12,279","$17,570,955 ",61.15,"$69,524,353 ","$30,302,349 ","$91,455,875 ","$21,153,526 "
93,10-Nov-10,10-Nov-10,2010,2010,Morning Glory,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","2,518","2,544","11,590","$9,203,266 ",31.01,"$35,255,240 ","$28,783,338 ","$59,795,070 ","($8,988,268)"
48,12-Aug-11,12-Aug-11,2011,2011,Final Destination 5,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,"$40,000,000 ","3,155","3,155","11,037","$18,031,396 ",42.59,"$48,172,910 ","$112,423,522 ","$155,011,165 ","$2,587,643 "
60,18-Feb-11,18-Feb-11,2011,2011,Unknown,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,043","3,043","14,668","$21,856,389 ",63.69,"$72,038,716 ","$72,436,686 ","$136,123,083 ","$23,686,397 "
67,18-Mar-11,18-Mar-11,2011,2011,Paul,Universal,Comedy,Original Screenplay,Live Action,Science Fiction,"$40,000,000 ","2,802","2,806","11,215","$13,043,310 ",37.41,"$42,319,563 ","$63,749,161 ","$101,162,106 ","($2,587,055)"
72,15-Apr-11,15-Apr-11,2011,2011,Scream 4,Weinstein/Dimension,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,305","3,314","11,403","$18,692,090 ",38.18,"$43,188,263 ","$57,808,662 ","$95,989,590 ","($1,819,072)"
74,7-Jan-11,7-Jan-11,2011,2011,Season of the Witch,Relativity,Thriller/Suspense,Original Screenplay,Live Action,Fantasy,"$40,000,000 ","2,816","2,827","10,225","$10,612,375 ",24.83,"$28,083,249 ","$66,299,372 ","$91,126,600 ","($15,172,772)"
77,18-Mar-11,18-Mar-11,2011,2011,The Lincoln Lawyer,Lionsgate,Thriller/Suspense,Fiction Book,Live Action,Contemporary Fiction,"$40,000,000 ","2,707","2,707","16,413","$13,206,453 ",58.01,"$65,616,958 ","$29,135,886 ","$87,145,086 ","$18,009,200 "
89,26-Aug-11,26-Aug-11,2011,2011,Colombiana,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","2,614","2,614","11,478","$10,408,176 ",36.67,"$41,474,490 ","$35,629,408 ","$72,295,262 ","($3,334,146)"
45,21-Dec-12,11-Oct-12,2012,2012,The Impossible,Lionsgate,Drama,Real Life Event,Live Action,Dramatization,"$40,000,000 ",15,886,"6,013","$143,818 ",19.02,"$21,065,435 ","$150,570,724 ","$169,590,606 ","($20,980,118)"
32,13-Dec-13,12-Dec-13,2013,2013,American Hustle,Sony Pictures,Black Comedy,Real Life Event,Live Action,Dramatization,"$40,000,000 ",6,"2,629","23,147","$740,455 ",150.12,"$165,292,163 ","$107,760,487 ","$257,878,294 ","$110,117,807 "
53,25-Dec-13,25-Dec-13,2013,2013,Lone Survivor,Universal,Action,Factual Book,Live Action,Dramatization,"$40,000,000 ",2,"3,285","21,035","$90,872 ",125.1,"$137,346,622 ","$24,709,031 ","$149,804,632 ","$85,095,601 "
73,12-Apr-13,12-Apr-13,2013,2013,42,Warner Bros.,Drama,Real Life Event,Live Action,Dramatization,"$40,000,000 ","3,003","3,405","21,418","$27,487,144 ",95.02,"$104,837,799 ","$2,450,488 ","$97,470,701 ","$55,020,213 "
89,15-Feb-13,15-Feb-13,2013,2013,Escape From Planet Earth,Weinstein Co.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$40,000,000 ","3,288","3,353","20,610","$15,891,055 ",57.01,"$62,903,614 ","$17,143,633 ","$74,156,610 ","$17,012,977 "
95,25-Dec-13,25-Dec-13,2013,2013,Grudge Match,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","2,838","2,856","9,452","$7,021,993 ",29.81,"$32,860,115 ","$40,000,000 ","$69,807,260 ","($10,192,740)"
18,25-Jul-14,25-Jul-14,2014,2014,Lucy,Universal,Action,Original Screenplay,Live Action,Science Fiction,"$40,000,000 ","3,173","3,202","19,513","$43,899,340 ",126.57,"$138,967,976 ","$330,933,816 ","$457,507,776 ","$86,573,960 "
42,25-Apr-14,23-Apr-14,2014,2014,The Other Woman,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,205","3,306","17,603","$24,763,752 ",83.91,"$92,127,704 ","$111,200,000 ","$195,111,193 ","$43,911,193 "
49,14-Nov-14,13-Nov-14,2014,2014,Dumb and Dumber To,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,154","3,188","17,923","$36,111,775 ",86.21,"$94,603,908 ","$70,345,582 ","$156,553,592 ","$46,208,010 "
59,18-Jul-14,16-Jul-14,2014,2014,Sex Tape,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,062","3,062","10,494","$14,608,152 ",38.54,"$42,317,617 ","$87,526,036 ","$126,069,509 ","($1,456,527)"
68,26-Nov-14,26-Nov-14,2014,2014,Horrible Bosses 2,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,375","3,400","14,739","$15,457,418 ",54.45,"$59,729,804 ","$51,500,000 ","$105,945,357 ","$14,445,357 "
80,27-Jun-14,1-Aug-13,2014,2013,Snowpiercer,RADiUS-TWC,Thriller/Suspense,Comic,Live Action,Science Fiction,"$40,000,000 ",8,356,"1,327","$171,187 ",4.56,"$5,009,835 ","$83,506,851 ","$88,069,880 ","($35,436,971)"
83,30-May-14,28-May-14,2014,2014,A Million Ways to Die in The West,Universal,Comedy,Original Screenplay,Live Action,Historical Fiction,"$40,000,000 ","3,158","3,160","11,046","$16,797,385 ",42.72,"$46,904,166 ","$44,057,592 ","$86,778,557 ","$2,720,965 "
98,20-Jun-14,18-Jun-14,2014,2014,Jersey Boys,Warner Bros.,Drama,Real Life Event,Live Action,Dramatization,"$40,000,000 ","2,905","2,905","12,980","$13,319,371 ",47.05,"$51,653,817 ","$18,235,719 ","$65,282,732 ","$7,047,013 "
11,13-Feb-15,11-Feb-15,2015,2015,Fifty Shades of Grey,Universal,Drama,Fiction Book,Live Action,Contemporary Fiction,"$40,000,000 ","3,646","3,655","18,340","$85,171,450 ",166.17,"$176,811,393 ","$404,830,871 ","$570,998,101 ","$126,167,230 "
41,25-Sep-15,24-Sep-15,2015,2015,The Intern,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,305","3,320","19,850","$17,728,313 ",75.76,"$80,612,789 ","$121,468,062 ","$197,232,734 ","$35,764,672 "
46,16-Oct-15,14-Oct-15,2015,2015,Bridge of Spies,Walt Disney,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,"$40,000,000 ","2,811","2,873","19,292","$15,371,203 ",72.31,"$76,899,846 ","$90,184,584 ","$162,498,338 ","$32,313,754 "
65,27-Mar-15,26-Mar-15,2015,2015,Get Hard,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,175","3,212","18,582","$33,803,253 ",90.41,"$96,202,927 ","$16,100,000 ","$106,511,453 ","$50,411,453 "
28,10-Jun-16,9-Jun-16,2016,2016,The Conjuring 2: The Enfield Poltergeist,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,"$40,000,000 ","3,343","3,356","14,126","$40,406,314 ",102.47,"$106,260,809 ","$208,800,000 ","$311,270,008 ","$62,470,008 "
52,4-Nov-16,3-Nov-16,2016,2016,Hacksaw Ridge,Lionsgate,Drama,Real Life Event,Live Action,Dramatization,"$40,000,000 ","2,886","2,971","19,682","$15,190,758 ",67.21,"$69,599,683 ","$101,730,968 ","$168,940,583 ","$27,209,615 "
59,14-Oct-16,11-Oct-16,2016,2016,The Accountant,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,332","3,402","19,015","$24,710,273 ",86.26,"$89,436,246 ","$66,795,246 ","$153,055,291 ","$46,260,045 "
67,15-Jan-16,14-Jan-16,2016,2016,Ride Along 2,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,175","3,192","15,857","$35,243,095 ",90.86,"$94,224,073 ","$33,964,631 ","$124,827,316 ","$50,862,685 "
31,27-Jan-17,23-Dec-16,2017,2016,Resident Evil: The Final Chapter,Sony Pictures,Action,Game,Live Action,Science Fiction,"$40,000,000 ","3,104","3,104","8,218","$13,601,682 ",26.84,"$26,844,692 ","$285,980,994 ","$312,825,686 ","($13,155,308)"
57,10-Feb-17,9-Feb-17,2017,2017,John Wick: Chapter Two,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,113","3,113","15,963","$30,436,123 ",92.03,"$92,029,184 ","$79,341,313 ","$171,370,497 ","$52,029,184 "
44,10-Jul-09,10-Jul-09,2009,2009,Brüno,Universal,Comedy,TV,Live Action,Contemporary Fiction,"$42,000,000 ","2,756","2,759","8,498","$30,619,130 ",60.05,"$71,825,212 ","$78,653,997 ","$138,708,527 ","$18,054,530 "
73,11-Mar-11,11-Mar-11,2011,2011,Red Riding Hood,Warner Bros.,Thriller/Suspense,Fairytale,Live Action,Fantasy,"$42,000,000 ","3,030","3,030","12,411","$14,005,335 ",37.66,"$42,601,463 ","$54,016,280 ","$91,678,442 ","($4,337,838)"
38,16-Mar-12,14-Mar-12,2012,2012,21 Jump Street,Sony Pictures,Comedy,TV,Live Action,Contemporary Fiction,"$42,000,000 ","3,121","3,148","22,744","$36,302,612 ",138.45,"$156,014,510 ","$64,364,762 ","$202,812,429 ","$96,447,667 "
90,12-Oct-12,10-Oct-12,2012,2012,Here Comes the Boom,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$42,000,000 ","3,014","3,014","17,264","$11,816,596 ",45.29,"$51,008,919 ","$27,948,940 ","$73,239,258 ","$3,290,318 "
86,28-Jan-11,28-Jan-11,2011,2011,The Mechanic,CBS Films,Action,Remake,Live Action,Contemporary Fiction,"$42,500,000 ","2,703","2,704","9,042","$11,422,006 ",29.12,"$32,940,710 ","$47,225,895 ","$76,347,393 ","($13,378,502)"
36,28-Jun-13,28-Jun-13,2013,2013,The Heat,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$43,000,000 ","3,181","3,184","21,400","$39,115,043 ",159.58,"$176,069,717 ","$70,146,187 ","$229,727,774 ","$116,581,587 "
34,12-Oct-12,11-Oct-12,2012,2012,Argo,Warner Bros.,Thriller/Suspense,Factual Book,Live Action,Historical Fiction,"$44,500,000 ","3,232","3,247","31,242","$19,458,109 ",136.03,"$152,674,280 ","$91,115,254 ","$227,140,757 ","$91,525,503 "
25,11-Jul-08,11-Jul-08,2008,2008,Journey to the Center of the Earth,Warner Bros.,Adventure,Fiction Book,Live Action,Science Fiction,"$45,000,000 ","2,811","2,830","20,338","$21,018,141 ",101.7,"$127,059,637 ","$141,476,567 ","$243,180,937 ","$56,704,370 "
69,26-Dec-08,26-Dec-08,2008,2008,Revolutionary Road,Paramount Vantage,Drama,Fiction Book,Live Action,Historical Fiction,"$45,000,000 ",3,"1,077","5,342","$189,911 ",22.95,"$27,523,126 ","$56,653,480 ","$79,604,820 ","($22,048,660)"
78,29-Aug-08,29-Aug-08,2008,2008,Babylon A.D.,20th Century Fox,Action,Fiction Book,Live Action,Science Fiction,"$45,000,000 ","3,390","3,425","10,719","$9,484,627 ",22.53,"$28,150,022 ","$47,683,925 ","$70,216,497 ","($22,467,428)"
98,5-Sep-08,5-Sep-08,2008,2008,Bangkok Dangerous,Lionsgate,Action,Remake,Live Action,Contemporary Fiction,"$45,000,000 ","2,650","2,654","7,312","$7,783,266 ",15.3,"$19,112,011 ","$31,300,000 ","$46,598,133 ","($29,701,867)"
90,31-Jul-09,31-Jul-09,2009,2009,Aliens in the Attic,20th Century Fox,Adventure,Original Screenplay,Live Action,Science Fiction,"$45,000,000 ","3,106","3,108","11,351","$8,008,423 ",25.2,"$30,139,693 ","$34,350,871 ","$59,551,283 ","($19,799,588)"
53,19-Mar-10,19-Mar-10,2010,2010,The Bounty Hunter,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000 ","3,074","3,118","19,156","$20,686,423 ",67.06,"$76,240,712 ","$68,747,609 ","$135,808,837 ","$22,061,228 "
88,19-Feb-10,19-Feb-10,2010,2010,The Ghost Writer,Summit Entertainment,Thriller/Suspense,Fiction Book,Live Action,Contemporary Fiction,"$45,000,000 ",4,819,"5,273","$183,009 ",15.54,"$17,668,909 ","$49,990,942 ","$65,532,491 ","($29,458,451)"
42,21-Oct-11,21-Oct-11,2011,2011,Johnny English Reborn,Universal,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000 ","1,552","1,554","4,068","$3,833,300 ",8.41,"$9,509,232 ","$156,233,690 ","$164,640,401 ","($36,593,289)"
44,23-Nov-11,23-Nov-11,2011,2011,The Muppets,Walt Disney,Adventure,TV,Live Action,Kids Fiction,"$45,000,000 ","3,440","3,440","19,678","$29,239,026 ",88.63,"$100,222,994 ","$72,346,000 ","$160,971,922 ","$43,625,922 "
21,5-Oct-12,27-Sep-12,2012,2012,Taken 2,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000 ","3,661","3,706","24,392","$49,514,769 ",139.85,"$157,586,189 ","$237,953,117 ","$377,807,404 ","$94,854,287 "
83,6-Jul-12,6-Jul-12,2012,2012,Savages,Universal,Thriller/Suspense,Fiction Book,Live Action,Contemporary Fiction,"$45,000,000 ","2,628","2,635","10,388","$16,016,910 ",47.32,"$53,327,664 ","$35,190,390 ","$82,513,490 ","$2,323,100 "
58,23-May-14,22-May-14,2014,2014,Blended,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000 ","3,555","3,555","14,592","$14,284,031 ",46.29,"$50,823,491 ","$81,700,000 ","$127,990,741 ","$1,290,741 "
48,7-Oct-16,5-Oct-16,2016,2016,The Girl on the Train,Universal,Thriller/Suspense,Fiction Book,Live Action,Contemporary Fiction,"$45,000,000 ","3,144","3,241","15,948","$24,536,265 ",75.4,"$78,184,215 ","$98,753,100 ","$174,148,135 ","$30,395,035 "
89,9-Dec-16,8-Dec-16,2016,2016,Office Christmas Party,Paramount Pictures,Comedy,Fiction Book,Live Action,Contemporary Fiction,"$45,000,000 ","3,210","3,210","12,535","$16,890,204 ",54.77,"$56,659,265 ","$36,572,882 ","$91,340,376 ","$9,767,494 "
52,22-Dec-17,21-Dec-17,2017,2017,Pitch Perfect 3,Universal,Comedy,Factual Book,Live Action,Contemporary Fiction,"$45,000,000 ","3,447","3,468","17,362","$19,928,525 ",104.9,"$104,897,530 ","$80,838,882 ","$185,736,412 ","$59,897,530 "
63,20-Sep-13,19-Sep-13,2013,2013,Prisoners,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$46,000,000 ","3,260","3,290","17,651","$20,817,053 ",61,"$67,305,121 ","$52,400,000 ","$113,402,302 ","$15,002,302 "
51,22-Apr-09,22-Apr-09,2009,2009,Earth,Walt Disney,Documentary,TV,Live Action,Factual,"$47,000,000 ","1,804","1,804","8,694","$8,825,760 ",32.01,"$38,285,844 ","$84,761,741 ","$116,773,317 ","($14,988,424)"
42,11-Nov-16,9-Nov-16,2016,2016,Arrival,Paramount Pictures,Drama,Fiction Book,Live Action,Science Fiction,"$47,000,000 ","2,317","3,115","20,118","$24,074,047 ",100.55,"$103,956,685 ","$102,616,072 ","$203,162,211 ","$53,546,139 "
55,25-Jan-08,25-Jan-08,2008,2008,Rambo,Lionsgate,Action,Fiction Book,Live Action,Contemporary Fiction,"$47,500,000 ","2,751","2,764","11,550","$18,203,876 ",42.75,"$53,412,861 ","$69,460,426 ","$112,214,531 ","($4,745,895)"
59,22-Jan-10,22-Jan-10,2010,2010,Tooth Fairy,20th Century Fox,Adventure,Original Screenplay,Live Action,Fantasy,"$48,000,000 ","3,344","3,345","22,252","$14,010,409 ",60.02,"$68,238,234 ","$52,588,130 ","$112,610,386 ","$12,022,256 "
22,9-Jan-15,2-Jan-15,2015,2015,Taken 3,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,"$48,000,000 ","3,594","3,594","16,697","$39,201,657 ",89.26,"$94,973,920 ","$238,400,000 ","$327,656,424 ","$41,256,424 "
91,16-Nov-12,7-Sep-12,2012,2012,Anna Karenina,Focus Features,Drama,Fiction Book,Live Action,Historical Fiction,"$49,000,000 ",16,422,"2,628","$320,690 ",12.82,"$14,412,422 ","$58,188,260 ","$71,004,627 ","($36,183,633)"
68,6-Mar-15,4-Mar-15,2015,2015,Chappie,Sony Pictures,Action,Original Screenplay,Animation/Live Action,Science Fiction,"$49,000,000 ","3,201","3,201","10,944","$13,346,782 ",31.57,"$33,591,502 ","$73,432,788 ","$105,002,056 ","($17,430,732)"
28,19-Dec-08,19-Dec-08,2008,2008,Yes Man,Warner Bros.,Comedy,Fiction Book,Live Action,Contemporary Fiction,"$50,000,000 ","3,434","3,434","17,323","$18,262,471 ",97.69,"$121,076,432 ","$128,300,000 ","$225,990,976 ","$47,690,976 "
7,20-Nov-09,19-Nov-09,2009,2009,The Twilight Saga: New Moon,Summit Entertainment,Drama,Fiction Book,Live Action,Fantasy,"$50,000,000 ","4,024","4,124","26,722","$142,839,137 ",296.62,"$354,249,375 ","$390,934,093 ","$687,557,727 ","$246,623,634 "
36,20-Mar-09,20-Mar-09,2009,2009,Knowing,Summit Entertainment,Thriller/Suspense,Fiction Book,Live Action,Contemporary Fiction,"$50,000,000 ","3,332","3,337","19,727","$24,604,751 ",79.96,"$95,629,322 ","$106,492,683 ","$186,450,317 ","$29,957,634 "
56,13-Mar-09,13-Mar-09,2009,2009,Race to Witch Mountain,Walt Disney,Adventure,Fiction Book,Live Action,Science Fiction,"$50,000,000 ","3,187","3,268","18,508","$24,402,214 ",67.17,"$80,338,424 ","$37,931,189 ","$105,103,784 ","$17,172,595 "
89,25-Nov-09,25-Nov-09,2009,2009,Ninja Assassin,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","2,503","2,503","9,298","$13,316,158 ",38.12,"$45,557,724 ","$24,087,009 ","$62,209,892 ","($11,877,117)"
93,13-Feb-09,13-Feb-09,2009,2009,The International,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","2,364","2,364","8,773","$9,331,739 ",25.45,"$30,438,825 ","$28,400,000 ","$53,850,527 ","($24,549,473)"
95,16-Jan-09,16-Jan-09,2009,2009,Defiance,Paramount Vantage,Drama,Original Screenplay,Live Action,Historical Fiction,"$50,000,000 ",2,"1,793","8,312","$123,513 ",28.64,"$34,019,263 ","$24,342,941 ","$52,987,754 ","($21,355,187)"
61,15-Oct-10,15-Oct-10,2010,2010,Hereafter,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ",6,"2,424","9,994","$220,322 ",32.75,"$37,229,214 ","$72,500,000 ","$105,246,941 ","($17,253,059)"
70,4-Jun-10,4-Jun-10,2010,2010,Marmaduke,20th Century Fox,Adventure,Comic,Animation/Live Action,Kids Fiction,"$50,000,000 ","3,213","3,213","12,225","$11,599,661 ",33.64,"$38,250,161 ","$56,251,142 ","$89,895,930 ","($16,355,212)"
22,10-Jun-11,10-Jun-11,2011,2011,Super 8,Paramount Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$50,000,000 ","3,379","3,424","19,362","$35,451,168 ",127,"$143,660,461 ","$130,968,566 ","$257,972,745 ","$77,004,179 "
53,29-Jul-11,29-Jul-11,2011,2011,"Crazy, Stupid, Love",Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","3,020","3,020","18,512","$19,104,303 ",84.35,"$95,413,648 ","$62,791,131 ","$147,142,328 ","$34,351,197 "
